Q6GZX4 001R_FRG3G
A7ZQC4 CSRA_ECO24
B7UHB4 CSRA_ECO27
B7MKG5 CSRA_ECO45
B7LEA7 CSRA_ECO55
P69915 CSRA_ECO57
B5Z2A6 CSRA_ECO5E
B7NSH6 CSRA_ECO7I
B7MYZ3 CSRA_ECO81
B7M9D3 CSRA_ECO8A
C4ZYU1 CSRA_ECOBW
B1XCM4 CSRA_ECODH
A8A3H3 CSRA_ECOHS
Q0TEI4 CSRA_ECOL5
P69914 CSRA_ECOL6
B1IUY3 CSRA_ECOLC
P69913 CSRA_ECOLI
B7N6S6 CSRA_ECOLU
B6I682 CSRA_ECOSE
B1LQ13 CSRA_ECOSM
Q1R805 CSRA_ECOUT
A4WDQ5 CSRA_ENT38
B2VHD3 CSRA_ERWT9
B7LW33 CSRA_ESCF3
C4Z282 CSRA_EUBE2
B1YLK2 CSRA_EXIS2
C4L5P2 CSRA_EXISA
A7HN71 CSRA_FERNB
Q5KV68 CSRA_GEOKA
Q39YJ1 CSRA_GEOMG
Q748G1 CSRA_GEOSL
C5D7T4 CSRA_GEOSW
A4ISU9 CSRA_GEOTN
A5G8X2 CSRA_GEOUR
Q9F665 CSRA_HAEDU
Q4QM87 CSRA_HAEI8
A5UDR1 CSRA_HAEIE
A5UHW5 CSRA_HAEIG
P44879 CSRA_HAEIN
B8F480 CSRA_HAEPS
Q2SBU2 CSRA_HAHCH
A1WXK3 CSRA_HALHL
B8CYT9 CSRA_HALOH
C4K832 CSRA_HAMD5
Q7VJW9 CSRA_HELHP
B6JNU0 CSRA_HELP2
B5Z961 CSRA_HELPG
Q9ZJH4 CSRA_HELPJ
B2UVI7 CSRA_HELPS
O25983 CSRA_HELPY
B0UTE2 CSRA_HISS2
A3DHL2 CSRA_HUNT2
Q31F93 CSRA_HYDCU
Q5QUV8 CSRA_IDILO
B5XVB9 CSRA_KLEP3
A6TCV8 CSRA_KLEP7
A9KSQ2 CSRA_LACP7
Q5X6W9 CSRA_LEGPA
A5IGC8 CSRA_LEGPC
Q5WYB9 CSRA_LEGPL
Q6AG99 CSRA_LEIXX
B0SGR0 CSRA_LEPBA
Q04P11 CSRA_LEPBJ
Q056M2 CSRA_LEPBL
B0SQM8 CSRA_LEPBP
Q72MJ6 CSRA_LEPIC
Q8EYB0 CSRA_LEPIN
A0LC90 CSRA_MAGMM
Q65VQ6 CSRA_MANSM
A1TZ94 CSRA_MARHV
Q60BS4 CSRA_METCA
B2A826 CSRA_NATTJ
B9L8F4 CSRA_NAUPA
Q3JCK6 CSRA_NITOC
A1SER2 CSRA_NOCSJ
Q8ENI0 CSRA_OCEIH
P57934 CSRA_PASMU
Q6D1T1 CSRA_PECAS
P0DKY7 CSRA_PECCC
C6DCQ8 CSRA_PECCP
K4FF95 CSRA_PECPM
P63875 CSRA_PHOLL
Q6LMU5 CSRA_PHOPR
B4EUV8 CSRA_PROMH
Q93MI1 CSRA_PROMI
Q15RG6 CSRA_PSEA6
B7UY29 CSRA_PSEA8
Q02I65 CSRA_PSEAB
O69078 CSRA_PSEAE
B8HEI6 CSRA_PSECP
Q3ILF1 CSRA_PSEHT
A8F501 CSRA_PSELT
A4XWE0 CSRA_PSEMY
Q88G93 CSRA_PSEPK
A4VJB5 CSRA_PSEU5
Q4FRP8 CSRA_PSYA2
Q1QA86 CSRA_PSYCK
A1SZZ9 CSRA_PSYIN
A5WFW3 CSRA_PSYWF
Q7UG38 CSRA_RHOBA
B8I4D3 CSRA_RUMCH
Q21L66 CSRA_SACD2
B5F349 CSRA_SALA4
A9MFZ2 CSRA_SALAR
Q57KU7 CSRA_SALCH
B5FSX7 CSRA_SALDC
B5QV75 CSRA_SALEP
B5RDF1 CSRA_SALG2
B4TF10 CSRA_SALHS
B4T397 CSRA_SALNS
Q5PF18 CSRA_SALPA
A9N0C0 CSRA_SALPB
C0PWL9 CSRA_SALPC
B5BEN4 CSRA_SALPK
B4TT03 CSRA_SALSV
P69916 CSRA_SALTI
P69917 CSRA_SALTY
O85735 CSRA_SERMA
A1S4F1 CSRA_SHEAM
B8E8U6 CSRA_SHEB2
A3D781 CSRA_SHEB5
A6WR14 CSRA_SHEB8
A9KYF6 CSRA_SHEB9
Q12PX6 CSRA_SHEDO
Q085Z8 CSRA_SHEFN
B0TK16 CSRA_SHEHH
A3QC90 CSRA_SHELP
Q8EBS3 CSRA_SHEON
A8H1T7 CSRA_SHEPA
A4Y929 CSRA_SHEPC
B8CJQ8 CSRA_SHEPW
A0KU96 CSRA_SHESA
A8FSV7 CSRA_SHESH
Q0HL58 CSRA_SHESM
Q0HXF6 CSRA_SHESR
A1RHG7 CSRA_SHESW
B1KPS4 CSRA_SHEWM
B2U050 CSRA_SHIB3
Q31X61 CSRA_SHIBS
Q32CN2 CSRA_SHIDS
Q0T1C2 CSRA_SHIF8
P69918 CSRA_SHIFL
Q3YYG7 CSRA_SHISS
Q2NVL1 CSRA_SODGM
B4SRB3 CSRA_STRM5
B2FL34 CSRA_STRMK
Q2LT33 CSRA_SYNAS
Q0B0F6 CSRA_SYNWW
B7IFV7 CSRA_THEAB
A6LJL9 CSRA_THEM4
Q9WY93 CSRA_THEMA
B9K6M8 CSRA_THENN
A5IKH0 CSRA_THEP1
B1L9Q2 CSRA_THESQ
B8GQV7 CSRA_THISH
C4LBP7 CSRA_TOLAT
Q73K67 CSRA_TREDE
O83663 CSRA_TREPA
B2S3P6 CSRA_TREPS
A5F9C0 CSRA_VIBC3
A7MYT3 CSRA_VIBCB
Q9KUH3 CSRA_VIBCH
C3LS38 CSRA_VIBCM
Q87LR5 CSRA_VIBPA
B7VK42 CSRA_VIBTL
Q8DC47 CSRA_VIBVU
Q7MHR8 CSRA_VIBVY
Q7MS14 CSRA_WOLSU
Q8PLP9 CSRA_XANAC
Q3BUQ6 CSRA_XANC5
Q4UTR7 CSRA_XANC8
B0RTY0 CSRA_XANCB
Q8P9W9 CSRA_XANCP
Q2P1N2 CSRA_XANOM
B2SUD1 CSRA_XANOP
Q5GYM9 CSRA_XANOR
B2I6K3 CSRA_XYLF2
P63877 CSRA_XYLFA
B0U1L0 CSRA_XYLFM
P63878 CSRA_XYLFT
A1JK11 CSRA_YERE8
A7FLR6 CSRA_YERP3
B2K5Y0 CSRA_YERPB
P63876 CSRA_YERPE
Q1CLK8 CSRA_YERPN
A4TQ53 CSRA_YERPP
Q66E67 CSRA_YERPS
B1JJ99 CSRA_YERPY
P13518 CSRD_ECOLI
Q96S65 CSRN1_HUMAN
P59054 CSRN1_MOUSE
Q5R638 CSRN1_PONAB
Q9H175 CSRN2_HUMAN
Q8BGQ2 CSRN2_MOUSE
Q8WYN3 CSRN3_HUMAN
P59055 CSRN3_MOUSE
Q3MHY1 CSRP1_BOVIN
P67966 CSRP1_CHICK
P67967 CSRP1_COTJA
P21291 CSRP1_HUMAN
P97315 CSRP1_MOUSE
Q5RCT4 CSRP1_PONAB
P47875 CSRP1_RAT
Q32LE9 CSRP2_BOVIN
P50460 CSRP2_CHICK
Q05158 CSRP2_COTJA
Q16527 CSRP2_HUMAN
P97314 CSRP2_MOUSE
Q62908 CSRP2_RAT
Q4U0T9 CSRP3_BOVIN
P50461 CSRP3_HUMAN
P50462 CSRP3_MOUSE
P50463 CSRP3_RAT
O74369 CSS1_SCHPO
P40442 CSS1_YEAST
P43600 CSS2_YEAST
Q08300 CSS3_YEAST
P53508 CSSA1_ECOLX
P53509 CSSA2_ECOLX
P53510 CSSB1_ECOLX
P53511 CSSB2_ECOLX
P53518 CSSC1_ECOLX
P53519 CSSC2_ECOLX
P53512 CSSD1_ECOLX
P53513 CSSD2_ECOLX
O32192 CSSR_BACSU
O32193 CSSS_BACSU
Q9JM84 CST10_MOUSE
Q9H112 CST11_HUMAN
Q9D269 CST11_MOUSE
Q8K5A3 CST11_RAT
Q9DAN8 CST12_MOUSE
Q8VII2 CST12_RAT
Q80ZN5 CST13_MOUSE
Q8VII3 CST14_MOUSE
Q8VIH8 CST14_RAT
Q2NKZ5 CST15_BOVIN
Q32KQ9 CST16_BOVIN
A8XJW8 CST1_CAEBR
Q9NB31 CST1_CAEEL
P38226 CST26_YEAST
O60676 CST8_HUMAN
P32766 CST8_MOUSE
O88969 CST8_RAT
Q9H4G1 CST9L_HUMAN
Q5W188 CST9P_HUMAN
Q29RH0 CST9_BOVIN
Q5W186 CST9_HUMAN
Q9Z0H6 CST9_MOUSE
Q06032 CST9_YEAST
O67304 CSTA_AQUAE
P94532 CSTA_BACSU
Q0P9Y2 CSTA_CAMJE
P15078 CSTA_ECOLI
Q9ZK47 CSTA_HELPJ
P56190 CSTA_HELPY
P9WP46 CSTA_MYCTO
P9WP47 CSTA_MYCTU
Q05048 CSTF1_HUMAN
Q99LC2 CSTF1_MOUSE
Q5R8K2 CSTF1_PONAB
Q5BJQ6 CSTF1_RAT
Q8HXM1 CSTF2_BOVIN
P33240 CSTF2_HUMAN
Q8BIQ5 CSTF2_MOUSE
Q5RDA3 CSTF2_PONAB
Q12996 CSTF3_HUMAN
Q99LI7 CSTF3_MOUSE
Q5RDW9 CSTF3_PONAB
Q9H0L4 CSTFT_HUMAN
Q8C7E9 CSTFT_MOUSE
P81902 CSTI_BOMMO
Q9H114 CSTL1_HUMAN
Q80Y72 CSTL1_MOUSE
Q9V498 CSTN1_DROME
O94985 CSTN1_HUMAN
Q9EPL2 CSTN1_MOUSE
Q6Q0N0 CSTN1_RAT
Q9H4D0 CSTN2_HUMAN
Q9ER65 CSTN2_MOUSE
Q8VDA1 CSTN2_RAT
Q0VCN6 CSTN3_BOVIN
Q9BQT9 CSTN3_HUMAN
Q99JH7 CSTN3_MOUSE
Q5R9Q9 CSTN3_PONAB
Q8R553 CSTN3_RAT
Q58CQ0 CSTOS_BOVIN
A9C3N6 CSTOS_DANRE
Q96C57 CSTOS_HUMAN
Q3UY34 CSTOS_MOUSE
Q5I034 CSTOS_RAT
P0DPK0 CSTOS_XENLA
Q8LGE9 CSTR1_ARATH
B8B350 CSTR1_ORYSI
Q654D9 CSTR1_ORYSJ
Q8GY97 CSTR2_ARATH
B8B7Q4 CSTR2_ORYSI
Q6ZL17 CSTR2_ORYSJ
Q9C5H6 CSTR3_ARATH
B8A7Q8 CSTR3_ORYSI
Q5N855 CSTR3_ORYSJ
F4JN00 CSTR4_ARATH
Q01IU9 CSTR4_ORYSI
Q7X7C4 CSTR4_ORYSJ
Q6K8S7 CSTR5_ORYSJ
P27450 CST_ARATH
P58844 CST_CONGE
Q9SY88 CSU1_ARATH
F4HVZ5 CSU2_ARATH
Q9V3A4 CSUP_DROME
P43460 CSVR_ECOLX
P29349 CSW_DROME
Q8ISC9 CSW_DROSI
Q24708 CSW_DROVI
Q59060 CSX1_METJA
Q97YD5 CSX1_SACS2
O13759 CSX1_SCHPO
Q9UUE2 CSX2_SCHPO
J7T3V5 CSXA_CLOS1
J7T0S1 CSXB_CLOS1
J7SGD5 CSXC_CLOS1
Q6D0W8 CSY1_PECAS
Q02ML9 CSY1_PSEAB
Q6D0W7 CSY2_PECAS
Q02MM0 CSY2_PSEAB
Q6D0W6 CSY3_PECAS
Q02MM1 CSY3_PSEAB
A0A2P1GIW2 CS_CATRO
Q45RU7 CS_CONST
Q4U3F6 CS_HELAN
Q9BH75 CT011_CONTS
Q2KIM1 CT027_BOVIN
Q9GZN8 CT027_HUMAN
Q9D1K7 CT027_MOUSE
Q4KM45 CT027_RAT
B5FX50 CT027_TAEGU
Q68FA2 CT027_XENTR
Q9BPG8 CT02_CONPE
Q9BPF6 CT03_CONTS
Q9BPF2 CT05_CONVE
Q9BR46 CT078_HUMAN
Q9H1P6 CT085_HUMAN
Q9DA42 CT085_MOUSE
Q9NUD7 CT096_HUMAN
Q9BPD1 CT0C1_CONVE
Q9BPD5 CT0C2_CONVE
Q9BPD4 CT0C3_CONVE
Q9BPD3 CT0C4_CONVE
Q9BP53 CT0C5_CONVE
Q9BPD6 CT0C6_CONVE
Q9BPD2 CT0C_CONAE
Q9BPD7 CT0C_CONTS
C0HKY2 CT10A_CONAO
C0HKY3 CT10B_CONAO
C0HKY4 CT10C_CONAO
P0CAZ4 CT110_LACTA
Q9BPG7 CT111_CONTE
P85247 CT111_LACTA
P0CAZ5 CT112_LACTA
P0CAZ6 CT113_LACTA
P81838 CT113_LITCI
P0CAZ7 CT114_LACTA
P81839 CT114_LITCI
P0CAZ8 CT115_LACTA
P0CAZ9 CT116_LACTA
D2Y173 CT11A_CONCL
D2Y174 CT11B_CONCL
D6C4H5 CT11_CONCL
P0C906 CT11_CONLE
P81835 CT11_LITCI
Q3YEG9 CT121_CONLI
Q9BPF3 CT121_CONPE
Q9BPF1 CT122_CONPE
P81844 CT124_LITCI
P81845 CT125_LITCI
P0C907 CT12_CONLE
P81840 CT12_LITCI
Q3YEH7 CT13_CONTE
P81846 CT13_LITCI
Q9NUB4 CT141_HUMAN
Q9BQM9 CT144_HUMAN
Q9BH86 CT14_CONPE
Q9BPG0 CT151_CONPE
Q96LM9 CT173_HUMAN
P0C5K6 CT18_HUMAN
Q9H4R4 CT191_HUMAN
Q3YEH1 CT192_CONLT
Q5TEA3 CT194_HUMAN
Q7TT23 CT194_MOUSE
Q8N268 CT197_HUMAN
P0A382 CT1AA_BACTI
P0A383 CT1AA_BACTM
P94594 CT1AB_BACTV
P0DL77 CT1A_CORTR
Q45790 CT1BA_BACTW
P0DL78 CT1B_CORTR
A1L168 CT202_HUMAN
Q8NBC4 CT203_HUMAN
A0A1B0GTL2 CT204_HUMAN
A0A140LIA7 CT204_MOUSE
Q9BH21 CT21_CONTE
P81847 CT21_LITCI
Q3YEH0 CT243_CONLT
P0C2F2 CT274_CONMO
Q04470 CT2AA_BACTY
Q45723 CT2BA_BACTI
O32322 CT2BB_BACTJ
Q9P2B4 CT2NL_HUMAN
Q99LJ0 CT2NL_MOUSE
Q5RDH2 CT2NL_PONAB
P81851 CT31_LITCI
Q3YEH5 CT32_CONLI
Q3YEH4 CT33_CONLI
Q3YEH6 CT34_CONBE
P0C642 CT361_CONVR
Q9BPE7 CT411_CONPE
Q5HYN5 CT451_HUMAN
Q5DJT8 CT452_HUMAN
Q8NHU0 CT453_HUMAN
P0DMU8 CT455_HUMAN
P0DMU7 CT456_HUMAN
P0DMV0 CT457_HUMAN
P0DMV1 CT458_HUMAN
P0DMV2 CT459_HUMAN
P0DMU9 CT45A_HUMAN
Q5JQC4 CT47A_HUMAN
P0C2W7 CT47B_HUMAN
Q9BPF4 CT511_CONPE
Q9BPH0 CT512_CONTE
Q6PN86 CT51A_CONMR
Q3YEE9 CT51A_CONTE
P0C669 CT51A_CONVR
Q9BP51 CT51B_CONAE
Q6PN85 CT51B_CONMR
P0C670 CT51B_CONVR
Q9BHA6 CT51_CONAE
P0C666 CT51_CONCB
Q9U6Z9 CT51_CONGL
Q9U6Z5 CT51_CONIM
Q6PN81 CT51_CONLE
Q1A3R3 CT51_CONLT
P0C636 CT51_CONPL
P0DJC4 CT51_CONQU
Q9U700 CT51_CONTE
Q9BPF5 CT51_CONTS
Q9BPG5 CT51_CONVE
Q9BH81 CT52_CONAE
P0C667 CT52_CONCB
D2Y172 CT52_CONCL
Q9U6Z8 CT52_CONGL
Q6PN80 CT52_CONLE
Q1A3Q9 CT52_CONLT
Q6PTD0 CT52_CONMI
Q6PN84 CT52_CONMR
Q9BPE2 CT52_CONPE
P0C637 CT52_CONPL
P0DJC5 CT52_CONQU
Q9BPE5 CT52_CONTS
Q9BPG3 CT52_CONVE
Q9BPG2 CT53A_CONVE
Q9BPG1 CT53B_CONVE
Q9BH79 CT53_CONAE
P0C668 CT53_CONCB
Q3YEH3 CT53_CONLT
Q6PN83 CT53_CONMR
P0C638 CT53_CONPL
Q9BPE3 CT53_CONTS
P69767 CT53_CONVC
Q6PN82 CT54A_CONMR
Q3YEE8 CT54A_CONTE
Q68IP5 CT54B_CONMR
Q9BP47 CT54_CONAE
Q1A3R1 CT54_CONLT
P0C639 CT54_CONPL
C0KYC3 CT54_CONSP
Q9BPF9 CT54_CONTE
Q9BPD9 CT54_CONTS
Q9BPF7 CT54_CONVE
Q1A3R0 CT55_CONLT
P0C640 CT55_CONPL
C0KYC4 CT55_CONSP
Q9BP46 CT55_CONTS
Q9BPE1 CT55_CONVE
Q8WUE5 CT55_HUMAN
Q1A3Q8 CT56_CONLT
P0C641 CT56_CONPL
C0KYC5 CT56_CONSP
Q9BPE0 CT56_CONVE
Q1A3Q6 CT57_CONLT
C0KYC6 CT57_CONSP
Q1A3Q5 CT58_CONLT
Q3YEH2 CT593_CONTE
Q1A3Q7 CT59_CONLT
Q9BPG6 CT5AB_CONTE
P58848 CT5A_CONAL
P0DJL6 CT5A_CONCN
Q1A3Q1 CT5A_CONLT
P69764 CT5A_CONMR
Q9U6Z6 CT5A_CONPU
P84845 CT5A_CONSP
P81755 CT5A_CONTE
P69765 CT5A_CONVC
P0C2B0 CT5A_CONVR
P58849 CT5B_CONAL
Q1A3Q2 CT5B_CONLT
P86258 CT5B_CONTE
Q9BPE6 CT5B_CONTS
P69768 CT5B_CONVC
P0C2B1 CT5B_CONVR
P86259 CT5C_CONTE
Q9BPE4 CT5C_CONTS
P69766 CT5C_CONVC
C0HKY5 CT5D_CONAO
P86264 CT5D_CONTE
P0DPL7 CT5E_CONTE
P0DPL4 CT5F_CONTE
P0DPL5 CT5G_CONTE
P0DPL6 CT5H_CONTE
Q9BPH2 CT5M_CONPE
Q9BPF8 CT5_CONPE
P0C5K7 CT62_HUMAN
P0CI23 CTA11_CONAO
P58808 CTA1A_CONMR
P58810 CTA1B_CONMR
P94286 CTA1_BACCI
Q9BPE9 CTA1_CONPE
P70873 CTA2_BACCI
P0CI22 CTA48_CONAO
O14022 CTA5_SCHPO
P58807 CTA6A_CONMR
A5FXV3 CTAA1_ACICJ
A5FXV4 CTAA2_ACICJ
Q7CZN9 CTAA_AGRFC
B9JD11 CTAA_AGRRK
B9JVB6 CTAA_AGRVS
B9KHM9 CTAA_ANAMF
Q5PBP7 CTAA_ANAMM
Q2GLK1 CTAA_ANAPZ
A8I7Y5 CTAA_AZOC5
C3P6V3 CTAA_BACAA
C3LI12 CTAA_BACAC
A0RHW4 CTAA_BACAH
Q81MT7 CTAA_BACAN
B7JK34 CTAA_BACC0
Q732C1 CTAA_BACC1
B7IVI3 CTAA_BACC2
C1EPW0 CTAA_BACC3
B7H6T3 CTAA_BACC4
B7HMD0 CTAA_BACC7
A7GRX4 CTAA_BACCN
B9IW25 CTAA_BACCQ
Q819N0 CTAA_BACCR
Q635Y0 CTAA_BACCZ
Q9K9M8 CTAA_BACHD
Q6HEL8 CTAA_BACHK
Q65K14 CTAA_BACLD
A9VUA7 CTAA_BACMK
A8FCU5 CTAA_BACP2
Q04443 CTAA_BACPE
Q5WFD1 CTAA_BACSK
P12946 CTAA_BACSU
A7Z4B0 CTAA_BACVZ
A1USH8 CTAA_BARBK
Q6G3L5 CTAA_BARHE
Q6G011 CTAA_BARQU
A9IVC8 CTAA_BART1
B2IH44 CTAA_BEII9
Q89KD9 CTAA_BRADU
A5EKD5 CTAA_BRASB
A4YVQ0 CTAA_BRASO
B2S532 CTAA_BRUA1
Q2YNB0 CTAA_BRUA2
Q57DW5 CTAA_BRUAB
A9MAG4 CTAA_BRUC2
C0RIC2 CTAA_BRUMB
Q8YGI7 CTAA_BRUME
A5VPX0 CTAA_BRUO2
B0CLB4 CTAA_BRUSI
Q8G1D1 CTAA_BRUSU
B0T0S6 CTAA_CAUSK
Q9A8H9 CTAA_CAUVC
B8H551 CTAA_CAUVN
Q11J69 CTAA_CHESB
A8LK55 CTAA_DINSH
Q3YRB4 CTAA_EHRCJ
Q2GHG8 CTAA_EHRCR
Q5FG54 CTAA_EHRRG
Q5HAH7 CTAA_EHRRW
Q2N6M9 CTAA_ERYLH
B1YIW6 CTAA_EXIS2
C4L5D6 CTAA_EXISA
A5FA69 CTAA_FLAJ1
A6H039 CTAA_FLAPJ
Q5L115 CTAA_GEOKA
P94346 CTAA_GEOTD
A4ILW9 CTAA_GEOTN
A9HEV3 CTAA_GLUDA
Q0BQ20 CTAA_GRABC
Q0BZT0 CTAA_HYPNA
Q28PL3 CTAA_JANSC
Q929V9 CTAA_LISIN
C1KX11 CTAA_LISMC
Q71XV6 CTAA_LISMF
B8DH71 CTAA_LISMH
Q8Y5K2 CTAA_LISMO
A0AKG4 CTAA_LISW6
B1HPV0 CTAA_LYSSC
B9EB26 CTAA_MACCJ
Q2W552 CTAA_MAGSA
Q0APH6 CTAA_MARMM
B7KV80 CTAA_METC4
A9W350 CTAA_METEP
B8ISP2 CTAA_METNO
B1ZGD8 CTAA_METPB
B1M282 CTAA_METRJ
B0UR12 CTAA_METS4
Q2GCS4 CTAA_NEOSM
Q0AIG6 CTAA_NITEC
Q82X64 CTAA_NITEU
Q1QKJ7 CTAA_NITHX
Q2Y9R4 CTAA_NITMU
Q3SSR2 CTAA_NITWN
Q2G350 CTAA_NOVAD
Q8ER78 CTAA_OCEIH
A6X1W1 CTAA_OCHA4
A5CF77 CTAA_ORITB
B3CRU7 CTAA_ORITI
A1B8C2 CTAA_PARDP
A7HXA1 CTAA_PARL1
Q4FLV1 CTAA_PELUB
B3PVH0 CTAA_RHIE6
Q2K9W9 CTAA_RHIEC
Q1MIP9 CTAA_RHIL3
Q982X5 CTAA_RHILO
B5ZXY9 CTAA_RHILW
Q92QR8 CTAA_RHIME
B6IUZ7 CTAA_RHOCS
Q2IWP3 CTAA_RHOP2
Q07MP8 CTAA_RHOP5
Q6N660 CTAA_RHOPA
Q214F0 CTAA_RHOPB
Q136Q9 CTAA_RHOPS
B3QKF4 CTAA_RHOPT
A3PQK0 CTAA_RHOS1
Q3IXW9 CTAA_RHOS4
A4WZ55 CTAA_RHOS5
B9KW13 CTAA_RHOSK
C3PMV5 CTAA_RICAE
A8GMQ9 CTAA_RICAH
A8GXM1 CTAA_RICB8
Q1RJX8 CTAA_RICBR
A8EY08 CTAA_RICCK
Q92IS7 CTAA_RICCN
Q4UKQ2 CTAA_RICFE
A8F119 CTAA_RICM5
Q9ZDR8 CTAA_RICPR
B0BWT1 CTAA_RICRO
A8GRD0 CTAA_RICRS
Q165T0 CTAA_ROSDO
Q5LRS1 CTAA_RUEPO
Q1GGZ8 CTAA_RUEST
C3MA28 CTAA_SINFN
A6U7T3 CTAA_SINMW
Q1GWK6 CTAA_SPHAL
A5VF68 CTAA_SPHWW
A7X127 CTAA_STAA1
A6U0T3 CTAA_STAA2
Q2FHW5 CTAA_STAA3
Q2G2C0 CTAA_STAA8
A5IS02 CTAA_STAA9
Q2YX60 CTAA_STAAB
Q5HGW9 CTAA_STAAC
A6QFX0 CTAA_STAAE
Q7A2S8 CTAA_STAAM
Q7A665 CTAA_STAAN
Q6GHX0 CTAA_STAAR
Q6GA99 CTAA_STAAS
A8Z1Q0 CTAA_STAAT
Q7A160 CTAA_STAAW
B9DPV8 CTAA_STACT
Q5HQ52 CTAA_STAEQ
Q8CPM2 CTAA_STAES
Q4L5C9 CTAA_STAHJ
Q49WP0 CTAA_STAS1
Q67L43 CTAA_SYMTH
Q73HV8 CTAA_WOLPM
B3CLF8 CTAA_WOLPP
Q5GSI0 CTAA_WOLTR
C0R5T8 CTAA_WOLWR
A7ING5 CTAA_XANP2
P86256 CTAB_CONTE
P86257 CTAC_CONTE
O75638 CTAG2_HUMAN
O34329 CTAG_BACSU
P58809 CTAX_CONMR
Q6DQW3 CTB1_CERNC
A0ST41 CTB2_CERNC
Q2I0M6 CTB3_CERNC
A0ST42 CTB4_CERNC
A0ST43 CTB5_CERNC
A0ST44 CTB6_CERNC
A0ST45 CTB7_CERNC
A0ST46 CTB8_CERNC
O62703 CTBL1_BOVIN
Q8WYA6 CTBL1_HUMAN
Q9CWL8 CTBL1_MOUSE
Q4V8K2 CTBL1_RAT
Q9UUK1 CTBL1_SCHPO
Q20595 CTBP1_CAEEL
Q13363 CTBP1_HUMAN
O88712 CTBP1_MOUSE
Q9Z2F5 CTBP1_RAT
Q9YHU0 CTBP1_XENLA
Q0VCQ1 CTBP2_BOVIN
P56545 CTBP2_HUMAN
P56546 CTBP2_MOUSE
Q9EQH5 CTBP2_RAT
Q9W758 CTBP2_XENLA
O23702 CTBP_ARATH
O46036 CTBP_DROME
D0EL35 CTC1_ARATH
A0JMF1 CTC1_DANRE
Q2NKJ3 CTC1_HUMAN
Q5SUQ9 CTC1_MOUSE
Q5RDX3 CTC1_PONAB
Q8NI51 CTCFL_HUMAN
A2APF3 CTCFL_MOUSE
Q08705 CTCF_CHICK
P49711 CTCF_HUMAN
Q61164 CTCF_MOUSE
Q9R1D1 CTCF_RAT
A0A144LUY5 CTCN1_ECHES
A0A144LVL3 CTCN2_ECHES
A0A1E7MYN1 CTCP_KITAU
S4S3E3 CTCQ_KITAU
O66678 CTC_AQUAE
P42832 CTC_BACCL
P14194 CTC_BACSU
Q9BPH1 CTDA_CONTE
Q9Y5B0 CTDP1_HUMAN
Q7TSG2 CTDP1_MOUSE
Q9GZU7 CTDS1_HUMAN
P58466 CTDS1_MOUSE
O14595 CTDS2_HUMAN
Q8BX07 CTDS2_MOUSE
Q9PTJ6 CTDSL_CHICK
O15194 CTDSL_HUMAN
P58465 CTDSL_MOUSE
Q9XYL0 CTDS_DICDI
Q0P8J8 CTDTR_CAMJE
P86798 CTEN1_CUPSA
P86797 CTEN3_CUPSA
P0C1D3 CTF18_EMENI
Q8WVB6 CTF18_HUMAN
Q8BIW9 CTF18_MOUSE
Q9USQ1 CTF18_SCHPO
Q6NU40 CTF18_XENLA
P49956 CTF18_YEAST
P52958 CTF1A_FUSSO
P52959 CTF1B_FUSSO
Q94424 CTF1_CTEFE
Q16619 CTF1_HUMAN
Q60753 CTF1_MOUSE
Q63086 CTF1_RAT
O43040 CTF1_SCHPO
P83714 CTF2_MOUSE
Q6R2R2 CTF2_PANTR
Q01454 CTF4_YEAST
Q8L4J2 CTF50_ARATH
Q9M9G6 CTF64_ARATH
Q8GUP1 CTF77_ARATH
A7UL74 CTF7_ARATH
P0CG11 CTF8_BOVIN
P0CG13 CTF8_HUMAN
P0CG15 CTF8_MOUSE
P0C6T1 CTF8_RAT
Q65ZA6 CTF8_SCHPO
P38877 CTF8_YEAST
P33752 CTFA_CLOAB
B2CS62 CTFA_CONCB
P23673 CTFB_CLOAB
P78358 CTG1B_HUMAN
O17907 CTG1_CAEEL
Q9HC47 CTGE1_HUMAN
Q96RT6 CTGE2_HUMAN
Q8IX95 CTGE3_HUMAN
Q8IX94 CTGE4_HUMAN
Q86UF2 CTGE6_HUMAN
P0CG41 CTGE8_HUMAN
A4FU28 CTGE9_HUMAN
A4D2H0 CTGEF_HUMAN
Q9AR22 CTH1_CHLRE
P47976 CTH1_YEAST
P47977 CTH2_YEAST
A0A0F7Z3J2 CTHA2_CONVC
Q5F378 CTHB1_CHICK
A0A0F7YZI5 CTHB5_CONVC
P22226 CTHL1_BOVIN
Q6QLQ5 CTHL1_CHICK
P54230 CTHL1_SHEEP
P19660 CTHL2_BOVIN
P82018 CTHL2_CAPHI
Q2IAL7 CTHL2_CHICK
P79362 CTHL2_SHEEP
P19661 CTHL3_BOVIN
P85170 CTHL3_CAPHI
Q2IAL6 CTHL3_CHICK
P50415 CTHL3_SHEEP
P33046 CTHL4_BOVIN
P54229 CTHL5_BOVIN
P54228 CTHL6_BOVIN
P56425 CTHL7_BOVIN
Q96CG8 CTHR1_HUMAN
Q9D1D6 CTHR1_MOUSE
Q8CG08 CTHR1_RAT
Q1MTR4 CTI6_SCHPO
Q08923 CTI6_YEAST
O43310 CTIF_HUMAN
Q6PEE2 CTIF_MOUSE
Q0V9S3 CTIF_XENTR
A6QNQ6 CTIP_BOVIN
